Sno,MQ-135,MQ-136,MQ-137,Gas
1377,1.137,1.07,0.985,No_Gas
1378,1.104,1.087,0.987,No_Gas
1379,1.12,1.087,0.987,No_Gas
1380,1.112,1.096,0.989,No_Gas
1381,1.112,1.096,0.987,No_Gas
1382,1.12,1.096,0.985,No_Gas
1383,1.12,1.096,0.987,No_Gas
1384,1.12,1.087,0.987,No_Gas
1385,1.112,1.07,0.987,No_Gas
1386,1.12,1.096,0.989,No_Gas
1387,1.12,1.087,0.987,No_Gas
1388,1.128,1.087,0.987,No_Gas
1389,1.128,1.087,0.995,No_Gas
1390,1.12,1.07,0.985,No_Gas
1391,1.104,1.087,0.985,No_Gas
1392,1.12,1.079,0.987,No_Gas
1393,1.128,1.079,0.987,No_Gas
1394,1.104,1.087,0.991,No_Gas
1395,1.112,1.096,0.991,No_Gas
1396,1.128,1.087,0.991,No_Gas
1397,1.112,1.079,0.991,No_Gas
1398,1.128,1.087,0.991,No_Gas
1399,1.112,1.096,0.993,No_Gas
1400,1.128,1.096,0.987,No_Gas
1401,1.104,1.087,0.985,No_Gas
1402,1.104,1.087,0.985,No_Gas
1403,1.112,1.087,0.985,No_Gas
1404,1.104,1.079,0.991,No_Gas
1405,1.128,1.079,0.985,No_Gas
1406,1.104,1.087,0.985,No_Gas
1407,1.12,1.096,0.989,No_Gas
1408,1.12,1.096,0.987,No_Gas
1409,1.12,1.096,0.987,No_Gas
1410,1.128,1.079,0.987,No_Gas
1411,1.104,1.096,0.989,No_Gas
1412,1.112,1.062,0.991,No_Gas
1413,1.137,1.087,0.995,No_Gas
1414,1.12,1.087,0.993,No_Gas
1415,1.104,1.079,0.987,No_Gas
1416,1.12,1.079,0.987,No_Gas
1417,1.104,1.087,0.987,No_Gas
1418,1.128,1.079,0.987,No_Gas
1419,1.112,1.07,0.987,No_Gas
1420,1.12,1.087,0.989,No_Gas
1421,1.104,1.079,0.987,No_Gas
1422,1.12,1.07,0.989,No_Gas
1423,1.088,1.096,0.985,No_Gas
1424,1.096,1.079,0.985,No_Gas
1425,1.104,1.079,0.987,No_Gas
1426,1.104,1.079,0.987,No_Gas
1427,1.112,1.079,0.989,No_Gas
1428,1.104,1.07,0.989,No_Gas
1429,1.104,1.079,0.989,No_Gas
1430,1.12,1.079,0.991,No_Gas
1431,1.104,1.079,0.985,No_Gas
1432,1.104,1.079,0.989,No_Gas
1433,1.104,1.079,0.987,No_Gas
1434,1.128,1.062,0.985,No_Gas
1435,1.12,1.079,0.993,No_Gas
1436,1.12,1.079,0.987,No_Gas
1437,1.104,1.087,0.985,No_Gas
1438,1.12,1.087,0.993,No_Gas
1439,1.104,1.087,0.989,No_Gas
1440,1.096,1.079,0.987,No_Gas
1441,1.096,1.07,0.985,No_Gas
1442,1.096,1.079,0.987,No_Gas
1443,1.112,1.087,0.987,No_Gas
1444,1.112,1.087,0.989,No_Gas
1445,1.12,1.096,0.989,No_Gas
1446,1.12,1.07,0.989,No_Gas
1447,1.12,1.087,0.987,No_Gas
1448,1.104,1.079,0.991,No_Gas
1449,1.12,1.079,0.987,No_Gas
1450,1.112,1.087,0.987,No_Gas
1451,1.104,1.079,0.985,No_Gas
1452,1.104,1.096,0.987,No_Gas
1453,1.104,1.079,0.987,No_Gas
1454,1.112,1.07,0.987,No_Gas
1455,1.104,1.079,0.991,No_Gas
1456,1.112,1.087,0.987,No_Gas
1457,1.112,1.079,0.991,No_Gas
1458,1.104,1.087,0.991,No_Gas
1459,1.104,1.079,0.985,No_Gas
1460,1.12,1.087,0.991,No_Gas
1461,1.12,1.087,0.987,No_Gas
1462,1.112,1.079,0.987,No_Gas
1463,1.112,1.087,0.991,No_Gas
1464,1.104,1.079,0.989,No_Gas
1465,1.12,1.079,0.985,No_Gas
1466,1.104,1.087,0.989,No_Gas
1467,1.104,1.079,0.985,No_Gas
1468,1.104,1.079,0.991,No_Gas
1469,1.104,1.079,0.985,No_Gas
1470,1.104,1.079,0.991,No_Gas
1471,1.104,1.087,0.985,No_Gas
1472,1.12,1.079,0.985,No_Gas
1473,1.12,1.07,0.985,No_Gas
1474,1.112,1.079,0.987,No_Gas
1475,1.104,1.079,0.985,No_Gas
1476,1.12,1.079,0.985,No_Gas
1477,1.104,1.079,0.989,No_Gas
1478,1.112,1.07,0.987,No_Gas
1479,1.104,1.079,0.985,No_Gas
1480,1.128,1.07,0.987,No_Gas
1481,1.12,1.079,0.989,No_Gas
1482,1.104,1.079,0.985,No_Gas
1483,1.112,1.087,0.985,No_Gas
1484,1.104,1.079,0.989,No_Gas
1485,1.104,1.087,0.989,No_Gas
1486,1.112,1.079,0.989,No_Gas
1487,1.112,1.079,0.991,No_Gas
1488,1.096,1.079,0.987,No_Gas
1489,1.104,1.062,0.985,No_Gas
1490,1.104,1.079,0.985,No_Gas
1491,1.096,1.079,0.989,No_Gas
1492,1.096,1.079,0.991,No_Gas
1493,1.104,1.087,0.987,No_Gas
1494,1.104,1.087,0.989,No_Gas
1495,1.104,1.079,0.985,No_Gas
1496,1.096,1.079,0.985,No_Gas
1497,1.112,1.079,0.991,No_Gas
1498,1.12,1.079,0.985,No_Gas
1499,1.096,1.079,0.989,No_Gas
1500,1.104,1.079,0.987,No_Gas
1501,1.088,1.087,0.991,No_Gas
1502,1.12,1.062,0.989,No_Gas
1503,1.104,1.079,0.991,No_Gas
1504,1.104,1.079,0.987,No_Gas
1505,1.096,1.087,0.985,No_Gas
1506,1.096,1.062,0.987,No_Gas
1507,1.12,1.096,0.985,No_Gas
1508,1.104,1.079,0.989,No_Gas
1509,1.128,1.079,0.987,No_Gas
1510,1.104,1.079,0.987,No_Gas
1511,1.096,1.079,0.985,No_Gas
1512,1.104,1.079,0.989,No_Gas
1513,1.096,1.07,0.987,No_Gas
1514,1.096,1.07,0.987,No_Gas
1515,1.12,1.054,0.985,No_Gas
1516,1.096,1.079,0.985,No_Gas
1517,1.088,1.079,0.987,No_Gas
1518,1.096,1.079,0.985,No_Gas
1519,1.12,1.079,0.991,No_Gas
1520,1.104,1.062,0.989,No_Gas
1521,1.096,1.07,0.987,No_Gas
1522,1.088,1.087,0.987,No_Gas
1523,1.104,1.079,0.985,No_Gas
1524,1.112,1.062,0.991,No_Gas
1525,1.112,1.079,0.991,No_Gas
1526,1.12,1.062,0.987,No_Gas
1527,1.088,1.07,0.985,No_Gas
1528,1.096,1.079,0.991,No_Gas
1529,1.096,1.054,0.989,No_Gas
1530,1.096,1.07,0.989,No_Gas
1531,1.096,1.079,0.985,No_Gas
1532,1.12,1.079,0.989,No_Gas
1533,1.088,1.062,0.987,No_Gas
1534,1.096,1.087,0.985,No_Gas
1535,1.096,1.087,0.989,No_Gas
1536,1.104,1.062,0.989,No_Gas
1537,1.096,1.062,0.987,No_Gas
1538,1.096,1.087,0.987,No_Gas
1539,1.096,1.062,0.987,No_Gas
1540,1.104,1.079,0.985,No_Gas
1541,1.104,1.062,0.989,No_Gas
1542,1.096,1.087,0.989,No_Gas
1543,1.104,1.079,0.985,No_Gas
1544,1.096,1.062,0.985,No_Gas
1545,1.096,1.079,0.989,No_Gas
1546,1.104,1.079,0.991,No_Gas
1547,1.096,1.07,0.989,No_Gas
1548,1.088,1.062,0.987,No_Gas
1549,1.096,1.079,0.993,No_Gas
1550,1.08,1.079,0.991,No_Gas
1551,1.104,1.062,0.985,No_Gas
1552,1.096,1.079,0.987,No_Gas
1553,1.096,1.07,0.985,No_Gas
1554,1.096,1.079,0.985,No_Gas
1555,1.112,1.062,0.985,No_Gas
1556,1.096,1.07,0.989,No_Gas
1557,1.096,1.062,0.989,No_Gas
1558,1.12,1.087,0.987,No_Gas
1559,1.08,1.046,0.987,No_Gas
1560,1.104,1.062,0.985,No_Gas
1561,1.104,1.079,0.989,No_Gas
1562,1.096,1.079,0.985,No_Gas
1563,1.096,1.079,0.985,No_Gas
1564,0.759,0.909,0.989,Smoke
1565,0.649,0.818,0.989,Smoke
1566,0.584,0.736,0.993,Smoke
1567,0.522,0.642,0.991,Smoke
1568,0.45,0.483,0.933,Smoke
1569,0.395,0.45,0.964,Smoke
1570,0.359,0.411,0.971,Smoke
1571,0.321,0.373,0.973,Smoke
1572,0.277,0.352,0.966,Smoke
1573,0.255,0.331,0.97,Smoke
1574,0.237,0.306,0.975,Smoke
1575,0.22,0.283,0.975,Smoke
1576,0.201,0.264,0.975,Smoke
1577,0.192,0.25,0.975,Smoke
1578,0.185,0.247,0.973,Smoke
1579,0.18,0.243,0.975,Smoke
1580,0.175,0.24,0.975,Smoke
1581,0.17,0.238,0.977,Smoke
1582,0.164,0.233,0.973,Smoke
1583,0.158,0.229,0.975,Smoke
1584,0.151,0.224,0.975,Smoke
1585,0.145,0.218,0.975,Smoke
1586,0.14,0.21,0.977,Smoke
1587,0.139,0.21,0.975,Smoke
1588,0.14,0.212,0.975,Smoke
1589,0.142,0.211,0.977,Smoke
1590,0.144,0.212,0.977,Smoke
1591,0.145,0.212,0.975,Smoke
1592,0.146,0.21,0.973,Smoke
1593,0.143,0.207,0.975,Smoke
1594,0.141,0.208,0.975,Smoke
1595,0.137,0.208,0.975,Smoke
1596,0.136,0.208,0.975,Smoke
1597,0.134,0.209,0.973,Smoke
1598,0.131,0.208,0.977,Smoke
1599,0.131,0.206,0.979,Smoke
1600,0.13,0.206,0.975,Smoke
1601,0.128,0.205,0.975,Smoke
1602,0.127,0.204,0.981,Smoke
1603,0.126,0.201,0.975,Smoke
1604,0.125,0.201,0.975,Smoke
1605,0.125,0.201,0.975,Smoke
1606,0.126,0.201,0.975,Smoke
1607,0.128,0.201,0.973,Smoke
1608,0.128,0.2,0.977,Smoke
1609,0.128,0.2,0.973,Smoke
1610,0.126,0.2,0.977,Smoke
1611,0.126,0.201,0.977,Smoke
1612,0.126,0.203,0.977,Smoke
1613,0.129,0.205,0.979,Smoke
1614,0.129,0.206,0.975,Smoke
1615,0.128,0.209,0.975,Smoke
1616,0.129,0.212,0.975,Smoke
1617,0.129,0.218,0.993,Smoke
1618,0.13,0.219,1.001,Smoke
1619,0.132,0.22,0.997,Smoke
1620,0.134,0.221,0.997,Smoke
1621,0.135,0.223,0.993,Smoke
1622,0.136,0.224,0.999,Smoke
1623,0.136,0.225,0.995,Smoke
1624,0.135,0.225,1.001,Smoke
1625,0.134,0.227,0.995,Smoke
1626,0.132,0.227,1.001,Smoke
1627,0.134,0.227,1.005,Smoke
1628,0.135,0.226,0.993,Smoke
1629,0.136,0.227,0.997,Smoke
1630,0.136,0.226,0.997,Smoke
1631,0.136,0.226,0.999,Smoke
1632,0.137,0.226,0.995,Smoke
1633,0.137,0.226,0.993,Smoke
1634,0.138,0.227,0.993,Smoke
1635,0.139,0.226,1.003,Smoke
1636,0.146,0.233,0.995,Smoke
1637,0.15,0.247,0.989,Smoke
1638,0.156,0.253,0.995,Smoke
1639,0.161,0.265,0.997,Smoke
1640,0.166,0.271,0.997,Smoke
1641,0.169,0.278,0.989,Smoke
1642,0.172,0.287,0.989,Smoke
1643,0.177,0.291,0.995,Smoke
1644,0.182,0.301,0.993,Smoke
1645,0.187,0.303,0.997,Smoke
1646,0.191,0.31,0.993,Smoke
1647,0.192,0.314,0.985,Smoke
1648,0.196,0.321,0.995,Smoke
1649,0.201,0.325,0.991,Smoke
1650,0.204,0.332,0.999,Smoke
1651,0.207,0.339,0.993,Smoke
1652,0.209,0.341,0.989,Smoke
1653,0.211,0.343,0.987,Smoke
1654,0.214,0.347,0.989,Smoke
1655,0.216,0.352,0.993,Smoke
1656,0.218,0.357,0.989,Smoke
1657,0.22,0.357,0.993,Smoke
1658,0.223,0.363,0.995,Smoke
1659,0.225,0.365,0.985,Smoke
1660,0.227,0.367,0.987,Smoke
1661,0.23,0.37,0.995,Smoke
1662,0.233,0.372,0.993,Smoke
1663,0.233,0.374,0.989,Smoke
1664,0.236,0.374,0.991,Smoke
1665,0.238,0.377,0.987,Smoke
1666,0.241,0.381,0.991,Smoke
1667,0.242,0.385,0.987,Smoke
1668,0.243,0.386,0.987,Smoke
1669,0.247,0.391,0.985,Smoke
1670,0.248,0.391,0.993,Smoke
1671,0.25,0.396,0.995,Smoke
1672,0.252,0.399,0.987,Smoke
1673,0.253,0.399,0.987,Smoke
1674,0.257,0.401,0.983,Smoke
1675,0.259,0.406,0.987,Smoke
1676,0.261,0.41,0.993,Smoke
1677,0.262,0.408,0.989,Smoke
1678,0.263,0.412,0.989,Smoke
1679,0.264,0.414,0.987,Smoke
1680,0.269,0.414,0.989,Smoke
1681,0.27,0.415,0.987,Smoke
1682,0.272,0.415,0.987,Smoke
1683,0.272,0.418,0.987,Smoke
1684,0.274,0.42,0.987,Smoke
1685,0.278,0.422,0.999,Smoke
1686,0.278,0.423,0.993,Smoke
1687,0.28,0.425,0.987,Smoke
1688,0.281,0.427,0.995,Smoke
1689,0.282,0.429,0.989,Smoke
1690,0.285,0.433,0.989,Smoke
1691,0.286,0.435,0.993,Smoke
1692,0.287,0.435,0.987,Smoke
1693,0.289,0.436,0.993,Smoke
1694,0.292,0.436,0.989,Smoke
1695,0.294,0.438,0.995,Smoke
1696,0.296,0.438,1.005,Smoke
1697,0.296,0.442,0.993,Smoke
1698,0.298,0.441,0.989,Smoke
1699,0.297,0.439,0.985,Smoke
1700,0.301,0.444,0.993,Smoke
1701,0.301,0.447,0.993,Smoke
1702,0.303,0.45,0.985,Smoke
1703,0.305,0.45,0.993,Smoke
1704,0.312,0.45,0.985,Smoke
1705,0.312,0.453,0.991,Smoke
1706,0.313,0.456,0.983,Smoke
1707,0.314,0.453,0.985,Smoke
1708,0.315,0.456,0.993,Smoke
1709,0.318,0.456,0.985,Smoke
1710,0.32,0.458,0.989,Smoke
1711,0.321,0.461,0.985,Smoke
1712,0.322,0.461,0.993,Smoke
1713,0.325,0.463,0.985,Smoke
1714,0.327,0.464,0.993,Smoke
1715,0.327,0.463,0.983,Smoke
1716,0.327,0.466,0.985,Smoke
1717,0.328,0.476,0.993,Smoke
1718,0.327,0.475,0.985,Smoke
1719,0.33,0.473,0.993,Smoke
1720,0.333,0.483,0.985,Smoke
1721,0.34,0.469,0.987,Smoke
1722,0.343,0.466,0.989,Smoke
1723,0.343,0.469,0.987,Smoke
1724,0.346,0.466,0.985,Smoke
1725,0.346,0.471,0.977,Smoke
1726,0.348,0.473,0.985,Smoke
1727,0.348,0.478,0.987,Smoke
1728,0.348,0.478,0.981,Smoke
1729,0.349,0.48,0.987,Smoke
1730,0.354,0.48,0.993,Smoke
1731,0.353,0.485,0.985,Smoke
1732,0.357,0.487,0.979,Smoke
1733,0.357,0.487,0.985,Smoke
1734,0.36,0.489,0.989,Smoke
1735,0.361,0.491,0.981,Smoke
1736,0.362,0.492,0.981,Smoke
1737,0.362,0.492,0.983,Smoke
1738,0.364,0.496,0.985,Smoke
1739,0.367,0.498,0.979,Smoke
1740,0.366,0.5,0.991,Smoke
1741,0.373,0.506,0.987,Smoke
1742,0.373,0.506,0.987,Smoke
1743,0.376,0.508,0.987,Smoke
1744,0.376,0.514,0.987,Smoke
1745,0.377,0.516,0.977,Smoke
1746,0.378,0.518,0.995,Smoke
1747,0.378,0.516,0.981,Smoke
1748,0.383,0.52,0.983,Smoke
1749,0.383,0.52,0.985,Smoke
1750,0.386,0.52,0.991,Smoke
1751,0.391,0.52,0.985,Smoke
1752,0.387,0.52,0.985,Smoke
1753,0.393,0.522,0.985,Smoke
1754,0.393,0.53,0.981,Smoke
1755,0.394,0.528,0.987,Smoke
1756,0.396,0.53,0.985,Smoke
1757,0.399,0.532,0.983,Smoke
1758,0.399,0.532,0.977,Smoke
1759,0.403,0.532,0.993,Smoke
1760,0.408,0.534,0.985,Smoke
1761,0.406,0.539,0.981,Smoke
1762,0.411,0.545,0.985,Smoke
1763,0.41,0.541,0.989,Smoke
1764,0.411,0.545,0.983,Smoke
1765,0.411,0.548,0.989,Smoke
1766,0.411,0.545,0.981,Smoke
1767,0.415,0.552,0.979,Smoke
1768,0.412,0.552,0.975,Smoke
1769,0.417,0.554,0.979,Smoke
1770,0.418,0.554,0.981,Smoke
1771,0.417,0.554,0.979,Smoke
1772,0.422,0.554,0.987,Smoke
1773,0.418,0.554,0.979,Smoke
1774,0.417,0.52,0.936,Smoke
1775,0.428,0.554,0.973,Smoke
1776,0.434,0.55,0.975,Smoke
1777,0.431,0.554,0.971,Smoke
1778,0.43,0.534,0.966,Smoke
1779,0.378,0.522,0.971,Smoke
1780,0.35,0.51,0.97,Smoke
1781,0.328,0.496,0.962,Smoke
1782,0.325,0.463,0.966,Smoke
1783,0.303,0.436,0.962,Smoke
1784,0.283,0.414,0.964,Smoke
1785,0.273,0.401,0.962,Smoke
1786,0.258,0.374,0.955,Smoke
1787,0.249,0.357,0.951,Smoke
1788,0.236,0.339,0.951,Smoke
1789,0.223,0.313,0.949,Smoke
1790,0.216,0.296,0.951,Smoke
1791,0.213,0.285,0.947,Smoke
1792,0.209,0.273,0.947,Smoke
1793,0.201,0.265,0.945,Smoke
1794,0.197,0.259,0.945,Smoke
1795,0.193,0.25,0.947,Smoke
1796,0.194,0.249,0.943,Smoke
1797,0.185,0.238,0.942,Smoke
1798,0.178,0.227,0.943,Smoke
1799,0.168,0.223,0.943,Smoke
1800,0.164,0.219,0.945,Smoke
1801,0.162,0.219,0.945,Smoke
1802,0.158,0.211,0.936,Smoke
1803,0.156,0.205,0.945,Smoke
1804,0.154,0.203,0.945,Smoke
1805,0.152,0.201,0.945,Smoke
1806,0.153,0.203,0.945,Smoke
1807,0.153,0.201,0.945,Smoke
1808,0.151,0.201,0.943,Smoke
1809,0.15,0.203,0.943,Smoke
1810,0.146,0.201,0.94,Smoke
1811,0.145,0.202,0.943,Smoke
1812,0.145,0.203,0.945,Smoke
1813,0.144,0.2,0.942,Smoke
1814,0.144,0.198,0.936,Smoke
1815,0.144,0.197,0.936,Smoke
1816,0.141,0.197,0.936,Smoke
1817,0.139,0.198,0.943,Smoke
1818,0.14,0.2,0.94,Smoke
1819,0.141,0.2,0.936,Smoke
1820,0.141,0.2,0.936,Smoke
1821,0.142,0.199,0.942,Smoke
1822,0.142,0.199,0.936,Smoke
1823,0.144,0.201,0.936,Smoke
1824,0.145,0.202,0.942,Smoke
1825,0.145,0.203,0.943,Smoke
1826,0.144,0.206,0.936,Smoke
1827,0.146,0.206,0.942,Smoke
1828,0.147,0.208,0.94,Smoke
1829,0.148,0.208,0.942,Smoke
1830,0.147,0.21,0.934,Smoke
1831,0.148,0.212,0.943,Smoke
1832,0.148,0.212,0.934,Smoke
1833,0.149,0.215,0.936,Smoke
1834,0.151,0.217,0.933,Smoke
1835,0.153,0.218,0.942,Smoke
1836,0.153,0.222,0.938,Smoke
1837,0.155,0.225,0.942,Smoke
1838,0.156,0.225,0.942,Smoke
1839,0.157,0.226,0.945,Smoke
1840,0.158,0.226,0.945,Smoke
1841,0.158,0.227,0.942,Smoke
1842,0.159,0.23,0.951,Smoke
1843,0.16,0.232,0.942,Smoke
1844,0.16,0.233,0.94,Smoke
1845,0.161,0.234,0.938,Smoke
1846,0.163,0.237,0.94,Smoke
1847,0.165,0.238,0.943,Smoke
1848,0.167,0.24,0.943,Smoke
1849,0.167,0.241,0.943,Smoke
1850,0.167,0.243,0.943,Smoke
1851,0.168,0.244,0.94,Smoke
1852,0.168,0.244,0.943,Smoke
1853,0.17,0.247,0.949,Smoke
1854,0.171,0.249,0.943,Smoke
1855,0.171,0.25,0.942,Smoke
1856,0.172,0.251,0.936,Smoke
1857,0.173,0.253,0.945,Smoke
1858,0.174,0.259,0.938,Smoke
1859,0.175,0.261,0.943,Smoke
1860,0.174,0.263,0.942,Smoke
1861,0.174,0.262,0.94,Smoke
1862,0.174,0.264,0.942,Smoke
1863,0.176,0.268,0.938,Smoke
1864,0.176,0.27,0.94,Smoke
1865,0.179,0.271,0.94,Smoke
1866,0.179,0.275,0.942,Smoke
1867,0.18,0.275,0.943,Smoke
1868,0.18,0.277,0.942,Smoke
1869,0.18,0.278,0.936,Smoke
1870,0.183,0.28,0.942,Smoke
1871,0.183,0.279,0.942,Smoke
1872,0.184,0.28,0.943,Smoke
1873,0.186,0.285,0.936,Smoke
1874,0.188,0.287,0.94,Smoke
1875,0.189,0.288,0.94,Smoke
1876,0.191,0.289,0.945,Smoke
1877,0.192,0.289,0.936,Smoke
1878,0.194,0.29,0.936,Smoke
1879,0.196,0.293,0.936,Smoke
1880,0.196,0.291,0.943,Smoke
1881,0.198,0.294,0.945,Smoke
1882,0.198,0.294,0.936,Smoke
1883,0.2,0.297,0.94,Smoke
1884,0.202,0.3,0.942,Smoke
1885,0.203,0.301,0.943,Smoke
1886,0.204,0.301,0.94,Smoke
1887,0.206,0.303,0.94,Smoke
1888,0.208,0.306,0.94,Smoke
1889,0.209,0.306,0.934,Smoke
1890,0.21,0.306,0.934,Smoke
1891,0.212,0.308,0.934,Smoke
1892,0.214,0.31,0.942,Smoke
1893,0.216,0.314,0.938,Smoke
1894,0.218,0.314,0.936,Smoke
1895,0.22,0.314,0.934,Smoke
1896,0.221,0.318,0.943,Smoke
1897,0.222,0.322,0.936,Smoke
1898,0.223,0.323,0.943,Smoke
1899,0.224,0.325,0.94,Smoke
1900,0.226,0.326,0.936,Smoke
1901,0.228,0.328,0.943,Smoke
1902,0.229,0.328,0.934,Smoke
1903,0.23,0.332,0.934,Smoke
1904,0.232,0.334,0.934,Smoke
1905,0.233,0.336,0.936,Smoke
1906,0.234,0.339,0.942,Smoke
1907,0.235,0.342,0.936,Smoke
1908,0.237,0.342,0.942,Smoke
1909,0.239,0.342,0.942,Smoke
1910,0.24,0.343,0.934,Smoke
1911,0.241,0.344,0.934,Smoke
1912,0.242,0.346,0.936,Smoke
1913,0.243,0.348,0.936,Smoke
1914,0.244,0.35,0.934,Smoke
1915,0.246,0.351,0.94,Smoke
1916,0.248,0.356,0.94,Smoke
1917,0.248,0.357,0.936,Smoke
1918,0.249,0.357,0.94,Smoke
1919,0.25,0.357,0.942,Smoke
1920,0.251,0.359,0.942,Smoke
1921,0.253,0.359,0.942,Smoke
1922,0.255,0.36,0.94,Smoke
1923,0.256,0.365,0.94,Smoke
1924,0.257,0.367,0.94,Smoke
1925,0.26,0.367,0.936,Smoke
1926,0.261,0.369,0.94,Smoke
1927,0.262,0.374,0.942,Smoke
1928,0.265,0.373,0.942,Smoke
1929,0.264,0.374,0.936,Smoke
1930,0.266,0.374,0.94,Smoke
1931,0.267,0.377,0.934,Smoke
1932,0.27,0.378,0.934,Smoke
1933,0.27,0.378,0.942,Smoke
1934,0.272,0.381,0.933,Smoke
1935,0.273,0.385,0.936,Smoke
1936,0.274,0.382,0.942,Smoke
1937,0.276,0.385,0.94,Smoke
1938,0.279,0.39,0.934,Smoke
1939,0.279,0.391,0.934,Smoke
1940,0.28,0.392,0.934,Smoke
1941,0.281,0.392,0.934,Smoke
1942,0.282,0.396,0.938,Smoke
1943,0.285,0.393,0.942,Smoke
1944,0.285,0.398,0.943,Smoke
1945,0.286,0.398,0.934,Smoke
1946,0.288,0.399,0.943,Smoke
1947,0.29,0.404,0.938,Smoke
1948,0.292,0.406,0.943,Smoke
1949,0.292,0.41,0.936,Smoke
1950,0.294,0.408,0.94,Smoke
1951,0.296,0.41,0.938,Smoke
1952,0.296,0.41,0.94,Smoke
1953,0.299,0.414,0.934,Smoke
1954,0.3,0.412,0.94,Smoke
1955,0.301,0.414,0.94,Smoke
1956,0.301,0.414,0.936,Smoke
1957,0.301,0.414,0.942,Smoke
1958,0.301,0.414,0.933,Smoke
1959,0.302,0.416,0.938,Smoke
1960,0.304,0.415,0.938,Smoke
1961,0.312,0.418,0.94,Smoke
1962,0.312,0.42,0.933,Smoke
1963,0.312,0.418,0.94,Smoke
1964,0.312,0.422,0.936,Smoke
1965,0.313,0.422,0.934,Smoke
1966,0.314,0.426,0.934,Smoke
1967,0.315,0.426,0.938,Smoke
1968,0.318,0.425,0.933,Smoke
1969,0.319,0.426,0.94,Smoke
1970,0.319,0.43,0.938,Smoke
1971,0.321,0.429,0.94,Smoke
1972,0.318,0.433,0.933,Smoke
1973,0.323,0.436,0.934,Smoke
1974,0.327,0.435,0.94,Smoke
1975,0.328,0.435,0.936,Smoke
1976,0.33,0.435,0.94,Smoke
1977,0.328,0.436,0.929,Smoke
1978,0.331,0.436,0.94,Smoke
1979,0.331,0.439,0.929,Smoke
1980,0.331,0.445,0.945,Smoke
1981,0.333,0.444,0.943,Smoke
1982,0.333,0.447,0.94,Smoke
1983,0.333,0.45,0.936,Smoke
1984,0.335,0.45,0.942,Smoke
1985,0.334,0.445,0.938,Smoke
1986,0.338,0.45,0.945,Smoke
1987,0.338,0.453,0.936,Smoke
1988,0.339,0.455,0.938,Smoke
1989,0.34,0.458,0.94,Smoke
1990,0.343,0.458,0.942,Smoke
1991,0.344,0.459,0.942,Smoke
1992,0.344,0.459,0.936,Smoke
1993,0.347,0.461,0.94,Smoke
1994,0.348,0.461,0.936,Smoke
1995,0.348,0.461,0.936,Smoke
1996,0.348,0.461,0.942,Smoke
1997,0.352,0.463,0.936,Smoke
1998,0.349,0.463,0.934,Smoke
1999,0.354,0.463,0.936,Smoke
2000,0.356,0.464,0.936,Smoke
2001,0.354,0.466,0.936,Smoke
2002,0.358,0.469,0.933,Smoke
2003,0.36,0.469,0.933,Smoke
2004,0.361,0.469,0.933,Smoke
2005,0.361,0.469,0.942,Smoke
2006,0.362,0.476,0.94,Smoke
2007,0.362,0.471,0.938,Smoke
2008,0.365,0.48,0.936,Smoke
2009,0.364,0.478,0.936,Smoke
2010,0.368,0.48,0.942,Smoke
2011,0.371,0.478,0.94,Smoke
2012,0.373,0.48,0.938,Smoke
2013,0.375,0.483,0.94,Smoke
2014,0.373,0.485,0.94,Smoke
2015,0.377,0.487,0.936,Smoke
2016,0.376,0.487,0.931,Smoke
2017,0.377,0.489,0.936,Smoke
2018,0.377,0.487,0.942,Smoke
2019,0.379,0.489,0.933,Smoke
2020,0.382,0.491,0.94,Smoke
2021,0.382,0.491,0.933,Smoke
2022,0.384,0.491,0.936,Smoke
2023,0.386,0.492,0.94,Smoke
2024,0.387,0.492,0.933,Smoke
2025,0.388,0.494,0.934,Smoke
2026,0.386,0.498,0.94,Smoke
2027,0.391,0.5,0.934,Smoke
2028,0.394,0.498,0.938,Smoke
2029,0.395,0.502,0.933,Smoke
2030,0.397,0.506,0.934,Smoke
2031,0.397,0.51,0.94,Smoke
2032,0.399,0.506,0.936,Smoke
2033,0.399,0.506,0.929,Smoke
2034,0.404,0.506,0.929,Smoke
2035,0.403,0.512,0.933,Smoke
2036,0.406,0.506,0.936,Smoke
2037,0.408,0.512,0.936,Smoke
2038,0.409,0.512,0.934,Smoke
2039,0.408,0.51,0.929,Smoke
2040,0.41,0.516,0.94,Smoke
2041,0.411,0.514,0.936,Smoke
2042,0.411,0.516,0.934,Smoke
2043,0.411,0.518,0.927,Smoke
2044,0.412,0.516,0.934,Smoke
2045,0.417,0.518,0.934,Smoke
2046,0.418,0.52,0.929,Smoke
2047,0.419,0.52,0.931,Smoke
2048,0.418,0.52,0.926,Smoke
2049,0.423,0.52,0.936,Smoke
2050,0.422,0.52,0.934,Smoke
2051,0.424,0.52,0.933,Smoke
2052,0.427,0.52,0.936,Smoke
2053,0.425,0.522,0.933,Smoke
2054,0.428,0.522,0.936,Smoke
2055,0.428,0.522,0.933,Smoke
2056,0.429,0.522,0.927,Smoke
2057,0.431,0.526,0.933,Smoke
2058,0.43,0.526,0.933,Smoke
2059,0.433,0.524,0.926,Smoke
2060,0.434,0.528,0.933,Smoke
2061,0.434,0.528,0.934,Smoke
2062,0.442,0.53,0.934,Smoke
2063,0.438,0.53,0.936,Smoke
2064,0.442,0.528,0.934,Smoke
2065,0.443,0.532,0.933,Smoke
